IID	PC1	PC2
HGDP00769.SDG	0.1713235	-0.3533104
HGDP00757.SDG	0.1670574	-0.3467051
HGDP00952.SDG	0.1635355	-0.2688146
HGDP00721.SDG	0.1321527	-0.2809167
HGDP00021.SDG	0.03963455	0.1275678
HGDP01231.SDG	0.1634977	-0.3312363
HGDP00969.SDG	0.1512972	-0.1942347
HGDP00039.SDG	0.05192202	0.1003341
HGDP00764.SDG	0.1666924	-0.3473261
HGDP01305.SDG	0.124049	-0.1130064
HGDP00060.SDG	-0.02793242	0.1080632
HGDP00035.SDG	0.05751274	0.1117005
HGDP00791.SDG	0.1603982	-0.3519134
HGDP00234.SDG	0.08217936	0.09321373
HGDP01227.SDG	0.1646078	-0.3104343
HGDP01236.SDG	0.171727	-0.351669
HGDP00110.SDG	0.1173861	-0.07244603
HGDP00173.SDG	-0.03436666	0.06802842
HGDP00955.SDG	0.1619964	-0.2779604
HGDP00106.SDG	0.1207282	-0.0776592
HGDP00285.SDG	0.08254572	0.1131726
HGDP00047.SDG	0.02525275	0.1257614
HGDP00049.SDG	0.05812275	0.1246235
HGDP00031.SDG	0.05994575	0.1250675
HGDP00438.SDG	0.09388608	0.0488129
HGDP00199.SDG	0.06524654	0.1198699
HGDP00313.SDG	0.08124079	0.1017263
HGDP00066.SDG	0.06899044	0.1276463
HGDP00239.SDG	0.07568978	0.0680244
HGDP00013.SDG	-0.1349509	0.07090744
HGDP00323.SDG	0.08162406	0.1184785
HGDP00070.SDG	0.07853047	0.03422333
HGDP00262.SDG	0.08118742	0.1029352
HGDP00224.SDG	0.0799276	0.1084015
HGDP00304.SDG	0.08206814	0.1098638
HGDP00098.SDG	0.04108808	0.1144765
HGDP00043.SDG	0.04081514	0.1256685
HGDP00181.SDG	0.07552662	0.08916378
HGDP00247.SDG	0.07969683	0.09479713
HGDP01361.SDG	0.08120328	0.2395643
HGDP00445.SDG	0.08701113	0.04873353
HGDP00423.SDG	0.08399145	0.04956441
HGDP00189.SDG	0.07673229	0.08683412
HGDP00243.SDG	0.07686522	0.1243551
HGDP00033.SDG	0.06675282	0.1280782
HGDP00011.SDG	0.06908906	0.1278437
HGDP00210.SDG	0.07095279	0.07788517
HGDP00082.SDG	0.07308299	0.1307996
HGDP00258.SDG	0.07808514	0.07641103
HGDP00315.SDG	0.0868809	0.1109252
HGDP00052.SDG	0.06294555	0.1311313
HGDP00074.SDG	0.0650767	0.1351357
HGDP00185.SDG	0.07036679	0.09395648
HGDP00072.SDG	0.06221427	0.1336167
HGDP00192.SDG	0.07078205	0.08414211
HGDP00244.SDG	0.07678787	0.09483652
HGDP00277.SDG	0.07834115	0.1133917
HGDP00412.SDG	0.08968565	0.05506128
HGDP00092.SDG	0.06193709	0.1106428
HGDP01358.SDG	0.08373031	0.2367132
HGDP00228.SDG	0.07630993	0.0901998
HGDP00264.SDG	0.07836205	0.09057231
HGDP00290.SDG	0.08174265	0.1063065
HGDP00330.SDG	0.08212857	0.1082091
HGDP00003.SDG	0.05939206	0.1240568
HGDP01359.SDG	0.08353951	0.2375829
HGDP00417.SDG	0.08574521	0.04758698
HGDP00025.SDG	0.07095048	0.1290764
HGDP00139.SDG	-0.03954885	0.1093214
HGDP00536.SDG	0.07751928	0.2299749
HGDP00539.SDG	0.08245613	0.2357061
HGDP00205.SDG	0.0713796	0.09217177
HGDP00183.SDG	0.07076283	0.07991435
HGDP00402.SDG	0.08710349	0.05214156
HGDP00169.SDG	0.06990329	0.08149186
HGDP00080.SDG	0.05710155	0.1328774
HGDP00096.SDG	0.05893453	0.1189431
HGDP00015.SDG	0.06645636	0.1335985
HGDP00141.SDG	0.02512267	0.1274614
HGDP00879.SDG	0.1012276	0.1716149
HGDP00086.SDG	0.06705146	0.1350445
HGDP00298.SDG	0.07855554	0.1103508
HGDP00146.SDG	0.04387884	0.1458839
HGDP00251.SDG	0.07500071	0.09738113
HGDP00902.SDG	0.09720295	0.1713454
HGDP00150.SDG	-0.09921982	0.08555906
HGDP00226.SDG	0.08117245	0.1034259
HGDP00309.SDG	0.0805802	0.1084115
HGDP00153.SDG	0.00277008	0.1222021
HGDP00519.SDG	0.08639965	0.2237519
HGDP00512.SDG	0.08175183	0.2231584
HGDP00088.SDG	0.06783161	0.1313547
HGDP00145.SDG	0.02818875	0.1290486
HGDP01357.SDG	0.080816	0.2412671
HGDP00134.SDG	0.01544805	0.1285822
HGDP00137.SDG	0.04582599	0.1346128
HGDP00201.SDG	0.07499639	0.08969552
HGDP00880.SDG	0.1025982	0.1774053
HGDP00513.SDG	0.07917544	0.2222393
HGDP00900.SDG	0.09618309	0.186445
HGDP00898.SDG	0.1027913	0.1591111
HGDP00527.SDG	0.08328144	0.2184418
HGDP01363.SDG	0.08290027	0.2404595
HGDP00524.SDG	0.08257722	0.2316097
HGDP00511.SDG	0.08489614	0.2349387
HGDP00154.SDG	0.03963601	0.1356832
HGDP01404.SDG	0.08241141	0.1568913
HGDP00143.SDG	0.04055841	0.08535937
HGDP01384.SDG	0.08853789	0.143836
HGDP00899.SDG	0.09866501	0.174011
HGDP00901.SDG	0.1005784	0.1673334
HGDP00177.SDG	0.009998639	0.07011947
HGDP00886.SDG	0.09883336	0.1680304
HGDP00078.SDG	0.02927958	0.1246558
HGDP01388.SDG	0.09551655	0.1549873
HGDP01360.SDG	0.08761935	0.237292
HGDP00520.SDG	0.07381495	0.2257071
HGDP00149.SDG	0.01634105	0.08385169
HGDP00522.SDG	0.09096185	0.2282958
HGDP00535.SDG	0.09192396	0.2260324
HGDP00523.SDG	0.09121817	0.2208365
HGDP00518.SDG	0.08389969	0.2258225
HGDP00158.SDG	0.06224382	0.1347097
HGDP00094.SDG	0.06419683	0.1173117
HGDP00531.SDG	0.08508431	0.2384497
HGDP00537.SDG	0.07929402	0.2289173
HGDP00528.SDG	0.08049903	0.2247072
HGDP00151.SDG	0.02594172	0.1347643
HGDP00516.SDG	0.08444412	0.2278898
HGDP00895.SDG	0.1016851	0.1550054
HGDP00133.SDG	0.05656332	0.1367915
HGDP00891.SDG	0.1026946	0.1694906
HGDP00076.SDG	-0.01322915	0.1106506
HGDP01362.SDG	0.08257559	0.2406944
HGDP00529.SDG	0.0827331	0.2293891
HGDP00883.SDG	0.1026053	0.1691572
HGDP00515.SDG	0.08339744	0.22849
HGDP00140.SDG	0.03170025	0.1162113
HGDP00882.SDG	0.1053175	0.1618719
HGDP00538.SDG	0.08297055	0.227916
HGDP01400.SDG	0.07834824	0.1819709
HGDP00148.SDG	0.03355754	0.1277581
HGDP00155.SDG	0.05360513	0.1435709
HGDP01398.SDG	0.08058793	0.1897335
HGDP00131.SDG	0.04803938	0.1380221
HGDP01382.SDG	0.07848416	0.1967135
HGDP00144.SDG	0.04237636	0.1322151
HGDP00884.SDG	0.09698806	0.1855894
HGDP01376.SDG	0.08181832	0.2457294
HGDP00889.SDG	0.09566152	0.1784654
HGDP01397.SDG	0.08487959	0.1679867
HGDP00896.SDG	0.09615852	0.1663527
HGDP01386.SDG	0.07906809	0.1851516
HGDP00525.SDG	0.07910414	0.2236265
HGDP00890.SDG	0.1003431	0.1718784
HGDP01403.SDG	0.07923621	0.1941514
HGDP00893.SDG	0.1007637	0.1667053
HGDP00897.SDG	0.1009674	0.1733735
HGDP00517.SDG	0.07940613	0.2262306
HGDP00799.SDG	0.09025636	0.2294931
HGDP00885.SDG	0.1055109	0.1741909
HGDP00161.SDG	0.03458904	0.1295867
HGDP00892.SDG	0.09900246	0.1746754
HGDP00888.SDG	0.09782908	0.1828204
HGDP01074.SDG	0.07161141	0.2501835
HGDP00881.SDG	0.09637085	0.1623383
HGDP00671.SDG	0.07342568	0.2526606
HGDP00514.SDG	0.0860892	0.2224169
HGDP01157.SDG	0.07838424	0.2316178
HGDP00894.SDG	0.09798252	0.1634683
HGDP01164.SDG	0.07432576	0.2333612
HGDP01156.SDG	0.08107677	0.2368632
HGDP00561.SDG	0.04231207	0.2080478
HGDP01073.SDG	0.068045	0.2519765
HGDP00563.SDG	0.03808416	0.2098343
HGDP01399.SDG	0.07562661	0.1889159
HGDP00797.SDG	0.08963713	0.2244517
HGDP01375.SDG	0.08510104	0.2408046
HGDP01065.SDG	0.06876145	0.2556153
HGDP00572.SDG	0.03940838	0.2080335
HGDP00573.SDG	0.03818117	0.2102673
HGDP01066.SDG	0.06339946	0.2547387
HGDP00808.SDG	0.09152535	0.2196471
HGDP00583.SDG	0.04288947	0.2120091
HGDP01166.SDG	0.07358774	0.2338479
HGDP00807.SDG	0.0916048	0.2236369
HGDP01387.SDG	0.07933466	0.1914561
HGDP01367.SDG	0.08362895	0.2351666
HGDP00534.SDG	0.08708871	0.228272
HGDP00670.SDG	0.06941103	0.2502857
HGDP00582.SDG	0.03824598	0.2062936
HGDP00579.SDG	0.04631576	0.2148013
HGDP00649.SDG	0.009527011	0.2049968
HGDP00651.SDG	-0.003594993	0.196542
HGDP00691.SDG	-0.002943723	0.1894552
HGDP01071.SDG	0.06566999	0.243012
HGDP00700.SDG	-0.01313582	0.1860199
HGDP00590.SDG	0.05580524	0.2126137
HGDP00668.SDG	0.07212033	0.2479847
HGDP00632.SDG	-0.05412954	0.1738493
HGDP00675.SDG	0.01230252	0.1947733
HGDP00803.SDG	0.09143339	0.2279288
HGDP00575.SDG	0.04633317	0.2141957
HGDP00794.SDG	0.08330908	0.2182183
HGDP01173.SDG	0.08415279	0.2305328
HGDP00565.SDG	0.03903951	0.2114906
HGDP00741.SDG	-0.005848428	0.19093
HGDP00674.SDG	0.07072638	0.2496992
HGDP01068.SDG	0.06854733	0.2494843
HGDP00646.SDG	-0.08244363	0.1691867
HGDP00122.SDG	0.1236001	-0.09279902
HGDP00248.SDG	0.07440736	0.09045765
HGDP00254.SDG	0.07556247	0.1104102
HGDP00179.SDG	0.06864135	0.09392311
HGDP00241.SDG	0.07964228	0.1163285
HGDP01075.SDG	0.0671096	0.2543225
HGDP00581.SDG	0.04750951	0.2029027
HGDP00045.SDG	0.06585511	0.1319604
HGDP00578.SDG	0.04115554	0.2072704
HGDP01366.SDG	0.08573487	0.2416902
HGDP01070.SDG	0.0680951	0.2508281
HGDP00868.SDG	0.1389921	-0.1991177
HGDP00970.SDG	0.178184	-0.2720608
HGDP00631.SDG	0.001296929	0.2058191
HGDP00870.SDG	0.1766998	-0.2382031
HGDP00546.SDG	0.02915935	-0.1678097
HGDP00661.SDG	0.05910068	-0.1965079
HGDP00682.SDG	0.00698638	0.1917125
HGDP00653.SDG	0.009371929	0.1973449
HGDP00129.SDG	0.1003542	0.03406797
HGDP00604.SDG	0.05406506	0.2098452
HGDP00684.SDG	0.005551833	0.1946637
HGDP00639.SDG	-0.002561312	0.1942479
HGDP00620.SDG	-0.04971075	0.1732477
HGDP00800.SDG	0.0916219	0.2206756
HGDP01171.SDG	0.07946603	0.2361672
HGDP01169.SDG	0.07679186	0.2318894
HGDP00802.SDG	0.08893989	0.2252419
HGDP00566.SDG	0.0416325	0.2068084
HGDP01149.SDG	0.08214261	0.2269099
HGDP00626.SDG	-0.004080568	0.1873786
HGDP00102.SDG	0.1208978	-0.09202299
HGDP00767.SDG	0.1685823	-0.3503054
HGDP00326.SDG	0.08128645	0.1035794
HGDP00120.SDG	0.1203114	-0.0814658
HGDP00175.SDG	-0.268352	0.007241257
HGDP00333.SDG	0.08192875	0.1079876
HGDP01155.SDG	0.07443886	0.2325463
HGDP00667.SDG	0.07430857	0.2431021
HGDP00863.SDG	0.1303077	-0.2339928
HGDP00588.SDG	0.04401859	0.2126814
HGDP00556.SDG	0.03238709	-0.1669666
HGDP00787.SDG	0.0562974	-0.1900043
HGDP00858.SDG	0.1764398	-0.2351133
HGDP01001.SDG	0.1873232	-0.2654207
HGDP01161.SDG	0.07573065	0.2331857
HGDP01063.SDG	0.06730037	0.2524024
HGDP00912.SDG	-0.7261288	-0.09733825
HGDP00595.SDG	0.04652389	0.2069706
HGDP00621.SDG	-0.5616595	-0.04537859
HGDP00623.SDG	-0.01233721	0.2017225
HGDP01269.SDG	-0.1184393	0.1609595
HGDP00685.SDG	-0.02511537	0.1867752
HGDP01067.SDG	0.07281264	0.2419216
HGDP01167.SDG	0.07563524	0.2203054
HGDP01069.SDG	0.07284036	0.2448987
HGDP00696.SDG	0.01145179	0.1957327
HGDP00687.SDG	0.0171088	0.2029821
HGDP00121.SDG	0.1230486	-0.09391495
HGDP00388.SDG	0.07819065	0.05549087
HGDP01248.SDG	0.1600194	-0.308884
HGDP00698.SDG	-0.004332587	0.1874084
HGDP00037.SDG	0.06844738	0.1289661
HGDP00307.SDG	0.08412568	0.1093961
HGDP00407.SDG	0.09183181	0.04051729
HGDP00259.SDG	0.07884284	0.1165014
HGDP00571.SDG	0.05527749	0.2149768
HGDP00873.SDG	0.1724821	-0.2428691
HGDP00663.SDG	0.0539721	-0.1959808
HGDP01041.SDG	0.1776587	-0.2605209
HGDP00999.SDG	0.1847665	-0.271135
HGDP00704.SDG	0.1824143	-0.2662041
HGDP01277.SDG	-0.1188938	0.1569165
HGDP01152.SDG	0.07659919	0.2339226
HGDP00708.SDG	0.1782317	-0.2686891
HGDP00869.SDG	0.1461113	-0.1839729
HGDP00909.SDG	-0.7379724	-0.09686696
HGDP00641.SDG	-0.001413261	0.1963732
HGDP00591.SDG	0.04309718	0.211538
HGDP00643.SDG	0.01083927	0.2006949
HGDP00676.SDG	0.01047335	0.1935393
HGDP01369.SDG	0.08199687	0.2386212
HGDP00640.SDG	-0.06035778	0.1663956
HGDP00810.SDG	0.0854383	0.2287554
HGDP00673.SDG	0.06783357	0.245093
HGDP01379.SDG	0.08487998	0.2402675
HGDP00577.SDG	0.04118998	0.206665
HGDP00686.SDG	-0.01316922	0.1832308
HGDP00614.SDG	-0.01470286	0.1847787
HGDP00732.SDG	0.007281043	0.2050026
HGDP01268.SDG	-0.1218864	0.1631413
HGDP00054.SDG	0.06649005	0.1470291
HGDP00191.SDG	0.08128386	0.09355374
HGDP00311.SDG	0.08511635	0.1046101
HGDP00669.SDG	0.06911112	0.2470909
HGDP01072.SDG	0.07518352	0.2438041
HGDP01162.SDG	0.07140144	0.2319964
HGDP00995.SDG	0.1879908	-0.2719346
HGDP00876.SDG	0.1411006	-0.1256015
HGDP00854.SDG	0.1596093	-0.2217478
HGDP00875.SDG	0.1409393	-0.2274641
HGDP01056.SDG	0.1786854	-0.2626176
HGDP00752.SDG	0.1633142	-0.3531126
HGDP01058.SDG	0.1704965	-0.229183
HGDP00753.SDG	0.1612638	-0.3508245
HGDP00832.SDG	0.1851755	-0.2674567
HGDP00727.SDG	0.01063533	0.1960738
HGDP00679.SDG	0.01719901	0.1995369
HGDP00688.SDG	0.007366306	0.1943378
HGDP01260.SDG	-0.1377104	0.1495714
HGDP00635.SDG	-0.02649636	0.1735446
HGDP00672.SDG	0.07333957	0.2447973
HGDP01378.SDG	0.08682269	0.2456873
HGDP00557.SDG	0.05092363	0.2127302
HGDP00678.SDG	0.01070108	0.1947845
HGDP01254.SDG	-0.1045064	0.1640654
HGDP01217.SDG	0.1674052	-0.3183424
HGDP00638.SDG	-0.05290917	0.1782371
HGDP00618.SDG	0.0009773895	0.2070869
HGDP00949.SDG	0.1460346	-0.1578122
HGDP00759.SDG	0.1675015	-0.3637946
HGDP00230.SDG	0.07956107	0.09618313
HGDP00068.SDG	0.07360625	0.1061163
HGDP00029.SDG	-0.04024429	0.09389965
HGDP00553.SDG	0.03529437	-0.1701314
HGDP00615.SDG	0.003115167	0.1843985
HGDP01309.SDG	0.153498	-0.3465686
HGDP01060.SDG	0.1740889	-0.2403035
HGDP00628.SDG	-0.007801138	0.1825146
HGDP00859.SDG	0.1567216	-0.2386442
HGDP01053.SDG	0.1805352	-0.2639637
HGDP01027.SDG	0.05088021	-0.1944342
HGDP00805.SDG	0.09465405	0.2216464
HGDP00872.SDG	0.1679009	-0.2378932
HGDP00594.SDG	0.04452977	0.2146901
HGDP00624.SDG	-0.01322593	0.1988001
HGDP00598.SDG	0.03490348	0.2112333
HGDP00647.SDG	-0.007786801	0.188618
HGDP00735.SDG	0.008163139	0.1934626
HGDP00699.SDG	0.004084778	0.2012961
HGDP00602.SDG	0.04845803	0.2122175
HGDP00586.SDG	0.0394855	0.2098176
HGDP00648.SDG	0.004927845	0.1927864
HGDP01239.SDG	0.1693699	-0.3344501
HGDP00690.SDG	0.01416236	0.1972445
HGDP00017.SDG	0.06277621	0.1287546
HGDP01270.SDG	-0.5458049	-0.02403244
HGDP00444.SDG	0.08650346	0.05551021
HGDP00197.SDG	0.08028177	0.08515192
HGDP00560.SDG	0.0504685	0.212525
HGDP01059.SDG	0.1789943	-0.2443756
HGDP00849.SDG	0.1899729	-0.2701626
HGDP01276.SDG	-0.1359508	0.1550895
HGDP01262.SDG	-0.1221241	0.1508323
HGDP00906.SDG	-0.7186403	-0.09367683
HGDP00625.SDG	-0.0001612176	0.1869947
HGDP01282.SDG	-0.1033341	0.1708506
HGDP01373.SDG	0.0836975	0.2351412
HGDP00607.SDG	-0.01136273	0.189946
HGDP00683.SDG	-0.003362645	0.1839664
HGDP00738.SDG	-0.05585323	0.1692949
HGDP00739.SDG	-0.01767585	0.1813975
HGDP00629.SDG	-0.02013366	0.1809011
HGDP00746.SDG	-0.009290863	0.1900121
HGDP00619.SDG	-0.01029509	0.1950675
HGDP00636.SDG	-0.001785991	0.2009826
HGDP00574.SDG	0.04495214	0.2157667
HGDP01370.SDG	0.0865122	0.2400097
HGDP01077.SDG	0.07500975	0.2527116
HGDP00587.SDG	0.0451472	0.2116031
HGDP00599.SDG	0.05578508	0.2120984
HGDP01174.SDG	0.0762134	0.2352951
HGDP00637.SDG	-0.02136767	0.1767248
HGDP00677.SDG	0.007365313	0.1969548
HGDP00748.SDG	0.1670986	-0.3511913
HGDP00171.SDG	0.07890202	0.0919051
HGDP00041.SDG	0.0736819	0.1329787
HGDP00023.SDG	0.06197744	0.1308306
HGDP01372.SDG	0.08714746	0.2422522
HGDP01151.SDG	0.08133125	0.2330685
HGDP00558.SDG	0.0432938	0.2163475
HGDP01275.SDG	-0.1079896	0.167444
HGDP00454.SDG	-0.7703858	-0.1099566
HGDP00860.SDG	0.1124482	-0.1164011
HGDP00455.SDG	-0.7602839	-0.1114988
HGDP00549.SDG	0.03108415	-0.1686852
HGDP00861.SDG	0.1301978	-0.1872154
HGDP00551.SDG	0.03018451	-0.1726847
HGDP00611.SDG	-0.06945854	0.1671959
HGDP00730.SDG	0.01218867	0.1947796
HGDP00745.SDG	0.01156656	0.181542
HGDP00564.SDG	0.05026207	0.2197769
HGDP01377.SDG	0.08626929	0.2432639
HGDP00666.SDG	0.07028691	0.252121
HGDP00959.SDG	0.168342	-0.3307538
HGDP01271.SDG	-0.4261723	0.03244783
HGDP00433.SDG	0.0834948	0.06407768
HGDP00397.SDG	0.08598685	0.05034214
HGDP00237.SDG	0.0728103	0.06705403
HGDP00806.SDG	0.09333662	0.2321443
HGDP01177.SDG	0.08144674	0.2324841
HGDP01302.SDG	0.1395943	-0.1438139
HGDP00804.SDG	0.09291662	0.2258916
HGDP01019.SDG	0.1877197	-0.2723558
HGDP01055.SDG	0.1689628	-0.2355775
HGDP00729.SDG	0.003481311	0.1889214
HGDP01010.SDG	0.1879123	-0.2735872
HGDP01014.SDG	0.1854885	-0.2677741
HGDP00871.SDG	0.1313331	-0.1272655
HGDP00862.SDG	0.1700405	-0.2166427
HGDP00634.SDG	-0.04886157	0.1755122
HGDP00693.SDG	0.01228114	0.1900572
HGDP00644.SDG	-0.001920773	0.1877937
HGDP00613.SDG	-0.0100153	0.1815771
HGDP00654.SDG	0.0149516	0.1901231
HGDP00734.SDG	0.00260373	0.1907856
HGDP00645.SDG	-0.02616193	0.1809627
HGDP01267.SDG	-0.1135883	0.1578738
HGDP00701.SDG	0.009996784	0.2013679
HGDP00733.SDG	0.01289399	0.1956244
HGDP00744.SDG	-0.05427317	0.1717201
HGDP01208.SDG	0.1741473	-0.33318
HGDP00302.SDG	0.08464493	0.1091377
HGDP01380.SDG	0.08306341	0.2397136
HGDP00795.SDG	0.08769472	0.2225217
HGDP00913.SDG	-0.7245297	-0.09406657
HGDP01258.SDG	-0.1058278	0.1635718
HGDP00864.SDG	0.1739379	-0.238801
HGDP01339.SDG	0.1575916	-0.3411594
HGDP00568.SDG	0.04626957	0.2104222
HGDP01280.SDG	-0.1072766	0.1705704
HGDP01261.SDG	-0.2445102	0.09845041
HGDP00622.SDG	-0.01211704	0.1847367
HGDP01264.SDG	-0.1036542	0.1647248
HGDP00692.SDG	-0.08896206	0.1553893
HGDP00736.SDG	0.009738575	0.1952713
HGDP00612.SDG	0.008703591	0.2060042
HGDP00740.SDG	0.01111056	0.1954424
HGDP00584.SDG	0.04366295	0.2073879
HGDP00600.SDG	0.05206048	0.2110261
HGDP00627.SDG	-0.05378279	0.1739966
HGDP01374.SDG	0.0845519	0.2348565
HGDP00542.SDG	0.02824887	-0.1743793
HGDP00559.SDG	0.04805539	0.2082597
HGDP00838.SDG	0.1885185	-0.2700392
HGDP01301.SDG	0.1191225	-0.07984925
HGDP00642.SDG	-0.00124316	0.1944412
HGDP00694.SDG	0.01098838	0.200691
HGDP01259.SDG	-0.1265825	0.1481478
HGDP00187.SDG	0.07487028	0.08788198
HGDP00274.SDG	0.08468156	0.10804
HGDP00281.SDG	0.07942941	0.1093422
HGDP01263.SDG	-0.07668037	0.1758691
HGDP01057.SDG	0.1769245	-0.2597477
HGDP00606.SDG	0.0388218	0.2081263
HGDP00601.SDG	0.04051128	0.2134826
HGDP00689.SDG	0.009124943	0.1960057
HGDP00697.SDG	0.01105973	0.1984118
HGDP00064.SDG	0.06256547	0.1391083
HGDP00222.SDG	0.08180423	0.09842822
HGDP00007.SDG	0.06358434	0.1299286
HGDP01062.SDG	0.06744058	0.2510058
HGDP00567.SDG	0.04142395	0.2094979
HGDP00967.SDG	0.1623117	-0.2730598
HGDP00206.SDG	0.07740989	0.06536782
HGDP00865.SDG	0.167274	-0.2509533
HGDP00731.SDG	-0.02596756	0.1782957
HGDP00664.SDG	0.05967126	-0.1975946
HGDP01266.SDG	-0.1160916	0.1617985
HGDP01265.SDG	-0.1154467	0.1651632
HGDP00630.SDG	0.0004602841	0.1948951
HGDP01064.SDG	0.07090873	0.2483468
HGDP01272.SDG	-0.1051363	0.1657666
HGDP01279.SDG	-0.1179562	0.1569197
HGDP00680.SDG	-0.02225219	0.1806107
HGDP00521.SDG	0.0735983	0.2663508
HGDP01284.SDG	-0.7240108	-0.1000853
HGDP00456.SDG	-0.7826631	-0.1178448
HGDP00778.SDG	0.1703825	-0.3860544
HGDP00927.SDG	-0.9496328	-0.1218685
HGDP00998.SDG	0.1821461	-0.2701713
HGDP01307.SDG	0.1565458	-0.3475382
HGDP00665.SDG	0.06718315	0.2461843
HGDP01079.SDG	0.07072527	0.24664
HGDP01078.SDG	0.0724638	0.2502373
HGDP01323.SDG	0.1533243	-0.3412394
HGDP00616.SDG	0.0122634	0.1983988
HGDP00725.SDG	0.01539615	0.1948668
HGDP01338.SDG	0.1621471	-0.3471106
HGDP01333.SDG	0.1680904	-0.3562177
HGDP00449.SDG	-0.7722453	-0.1039236
HGDP00476.SDG	-0.7777739	-0.1170257
HGDP00027.SDG	0.04884643	0.1206109
HGDP01345.SDG	0.1562738	-0.3438702
HGDP00548.SDG	0.03143608	-0.1732616
HGDP01402.SDG	0.0895988	0.1847537
HGDP00737.SDG	0.005256495	0.1989367
HGDP00232.SDG	0.07709188	0.09287992
HGDP01246.SDG	0.1647956	-0.3403987
HGDP00773.SDG	0.1653836	-0.3483305
HGDP00749.SDG	0.1659155	-0.3526267
HGDP00597.SDG	0.044861	0.2140091
HGDP01198.SDG	0.1662632	-0.353324
HGDP00058.SDG	0.06856228	0.1174899
HGDP00785.SDG	0.1710407	-0.3544338
HGDP00903.SDG	0.1035504	0.1768107
HGDP00540.SDG	0.03118847	-0.1735958
HGDP01098.SDG	0.1659951	-0.3518119
HGDP00706.SDG	0.1827752	-0.2751526
HGDP01253.SDG	-0.1126513	0.1652156
HGDP00569.SDG	0.04097994	0.2131376
HGDP01240.SDG	0.1666892	-0.3332281
HGDP01315.SDG	0.1612074	-0.3459047
HGDP00160.SDG	0.05028106	0.1339279
HGDP01364.SDG	0.0841764	0.2407063
HGDP01032.SDG	-0.7960758	-0.1144653
HGDP01153.SDG	0.07989195	0.236319
HGDP00932.SDG	-0.7458572	-0.1062446
HGDP01047.SDG	0.1767213	-0.2632025
HGDP00338.SDG	0.08441695	0.05798792
HGDP00846.SDG	0.1892917	-0.2742271
HGDP00991.SDG	-0.7901718	-0.1080491
HGDP00936.SDG	-0.7534584	-0.1009186
HGDP01274.SDG	-0.1646636	0.1412461
HGDP01030.SDG	-0.7695905	-0.1113895
HGDP00660.SDG	0.05407001	-0.2001984
HGDP00216.SDG	0.08457204	0.09471127
HGDP00656.SDG	0.0569203	-0.2008563
HGDP01076.SDG	0.06302355	0.2550339
HGDP01286.SDG	-0.7242095	-0.08981275
HGDP01044.SDG	0.180475	-0.2656512
HGDP01242.SDG	0.1687338	-0.3395768
HGDP01417.SDG	-0.7005758	-0.09104307
HGDP00956.SDG	0.1591224	-0.2816619
HGDP01320.SDG	0.1584163	-0.34365
HGDP01179.SDG	0.1595015	-0.3471506
HGDP00124.SDG	0.1206765	-0.07355484
HGDP01034.SDG	-0.7481511	-0.1006011
HGDP01414.SDG	-0.7042204	-0.09348437
HGDP01308.SDG	0.1581647	-0.3365315
HGDP00090.SDG	0.05780341	0.1073306
HGDP00195.SDG	0.07089092	0.07533154
HGDP01188.SDG	0.159868	-0.3495124
HGDP01250.SDG	0.1614644	-0.3191136
HGDP00474.SDG	-0.7720808	-0.1117695
HGDP01199.SDG	-0.7293671	-0.09796639
HGDP01018.SDG	0.1874864	-0.2760586
HGDP00650.SDG	0.008432765	0.1995384
HGDP00157.SDG	0.03377139	0.1369849
HGDP00286.SDG	0.08056439	0.1060692
HGDP01036.SDG	-0.7901508	-0.114224
HGDP00526.SDG	0.08749708	0.2261087
HGDP00717.SDG	0.1346486	-0.2991068
HGDP00783.SDG	0.1705138	-0.3553118
HGDP01401.SDG	0.08113168	0.1820143
HGDP01365.SDG	0.08317701	0.2391665
HGDP00722.SDG	0.00332088	0.192362
HGDP00887.SDG	0.1005883	0.17571
HGDP01335.SDG	0.166133	-0.3590085
HGDP01306.SDG	0.1252527	-0.09141659
HGDP00982.SDG	-0.7631207	-0.1136148
HGDP00987.SDG	-0.7902634	-0.1144244
HGDP00951.SDG	0.165408	-0.27545
HGDP00713.SDG	0.1388352	-0.2808322
HGDP00775.SDG	0.162952	-0.3575145
HGDP01172.SDG	0.08317512	0.2257648
HGDP00533.SDG	0.09659278	0.2223063
HGDP01163.SDG	0.07123721	0.229
HGDP01035.SDG	-0.7421693	-0.09586322
HGDP01215.SDG	0.1631397	-0.3225427
HGDP00428.SDG	0.08814175	0.05916339
HGDP00552.SDG	0.02963949	-0.1734726
HGDP01350.SDG	0.1578334	-0.2975333
HGDP00855.SDG	0.1825737	-0.2546057
HGDP01015.SDG	0.1848742	-0.2642183
HGDP00852.SDG	0.1898099	-0.2683032
HGDP01314.SDG	0.1585509	-0.3525246
HGDP00702.SDG	0.1802657	-0.2710252
HGDP00208.SDG	0.07445947	0.0896194
HGDP01095.SDG	0.1650821	-0.3557346
HGDP01012.SDG	0.1844245	-0.2641574
HGDP01223.SDG	0.1676633	-0.3193048
HGDP01228.SDG	0.1658498	-0.3215485
HGDP01168.SDG	0.07480693	0.2300064
HGDP00554.SDG	0.03337609	-0.1702445
HGDP00125.SDG	0.1229384	-0.09153902
HGDP01028.SDG	-0.7339098	-0.09866964
HGDP01297.SDG	0.1194808	-0.06398297
